,ddi,pfam,meff,pdb,dca_max,nb_contact
2216,ddi_num_4557,PF00595_PF00640,16.75,{'3suz'},0.397622248264356,39
2217,ddi_num_1455,PF16422_PF01833,16.6693804063535,{'3mlp'},0.537232476190966,61
2218,ddi_num_452,PF00128_PF01833,16.5833333333333,"{'1ciu', '1v3l', '2dij', '4cgt', '1kck', '5cgt', '4jcm', '1ukt', '1tcm', '1i75', '1cgx', '1cgt', '1cxh', '1eo7', '3bmw', '1cgu', '1cxk', '1cxe', '1eo5', '1v3j', '1cxi', '3bmv', '1ded', '2cxg', '1uks', '1d7f', '7cgt', '1cdg', '1qho', '1a47', '1v3m', '1pj9', '1cyg', '1pez', '9cgt', '3cgt', '1kcl', '1ot2', '1v3k', '1cxf', '1cgw', '1ot1', '6cgt', '1cxl', '4jcl', '3wms', '1ukq', '1cgy', '1d3c', '1qhp'}",0.1273250972859,249
2219,ddi_num_4542,PF07676_PF14685,16.5333333333333,"{'1n6d', '1n6e', '1k32', '1n6f'}",0.233978926881688,43
2220,ddi_num_2164,PF12712_PF12713,16.4166666666667,{'3hlz'},0.274349644376217,185
2223,ddi_num_2526,PF03807_PF16896,16.2261904761905,{'5t57'},0.277681535251294,153
2224,ddi_num_3686,PF07650_PF17214,16.1883852258852,{'2xr1'},0.303269575534046,58
2225,ddi_num_1120,PF00168_PF00017,16.15,{'3m7f'},0.212938265720404,91
2227,ddi_num_5827,PF00565_PF00567,16,"{'5m9o', '3bdl', '3omc', '3omg', '2hqe'}",0.109100258219427,174
2228,ddi_num_3306,PF10632_PF16499,16,"{'4nzj', '4ogz'}",0.088823467735888,184
2229,ddi_num_508,PF00501_PF00551,16,"{'5es5', '5jnf'}",0.069795451566007,79
2230,ddi_num_5535,PF04998_PF04565,16,"{'5m5y', '3s16', '2nvt', '5n60', '5iy8', '5nsr', '2r92', '3how', '5c3e', '4a3d', '5x4z', '5c44', '4c3i', '4llg', '4x6a', '5n5y', '2a6e', '1r9t', '5iyb', '3s2d', '2yu9', '4lk0', '4a3f', '3s2h', '3s1r', '4wqt', '1k83', '3i4n', '3po3', '4v1o', '3gto', '5fja', '5iy6', '5x50', '5tmf', '3s15', '4ylo', '5ipn', '4v1m', '3m3y', '3qt1', '3hoz', '4ylp', '1r5u', '1zyr', '5ip7', '5lmx', '3m4o', '4yln', '5iya', '3hoy', '3iyd', '4a3j', '5sva', '5ipm', '4bbr', '3i4m', '1twh', '3cqz', '1y1v', '1i3q', '3s17', '4y52', '5c4a', '2be5', '5u0s', '3gtl', '5ui8', '3k1f', '3rzd', '4xsz', '3hox', '1nik', '4jkr', '3j0k', '2a68', '3s14', '4c3j', '3h0g', '2b63', '2nvx', '2a69', '4zh4', '5c4j', '5u5q', '1smy', '1twf', '5g5l', '3gtm', '5ipl', '2e2h', '5iy7', '3s1n', '3gtg', '4zh2', '4a3l', '5x51', '1twg', '5fz5', '4a3g', '1i6h', '4xsx', '3fki', '2o5j', '5m3m', '3rzo', '1twa', '1iw7', '1i50', '1sfo', '3po2', '3gtq', '4x67', '3s1q', '2ppb', '3hou', '4wqs', '5m5w', '3hov', '5fyw', '5m3f', '5fj9', '4c3h', '4xsy', '5iy9', '3lu0', '5n5z', '1y1w', '2e2j', '3gtk', '5m5x', '5tbz', '1twc', '4g7o', '4bbs', '5n61', '5tmc', '4a93', '2nvy', '2nvz', '4c2m', '2e2i', '5ip9', '4a3i', '5fj8', '1y77', '3eql', '4lk1', '3s1m', '4a3b', '5c4x', '3h3v', '2cw0', '5iyc', '4ljz', '5m64', '5iyd', '4g7z', '4a3m', '5ms0', '3k7a', '3dxj', '2nvq', '4q4z', '2r7z', '4bxz', '5flm', '4zh3'}",0.159455207350889,310
2231,ddi_num_3067,PF13718_PF17176,16,{'2zpa'},0.093684962607113,142
2233,ddi_num_239,PF13302_PF00027,16,"{'4orf', '4ava', '4onu'}",0.282586735452968,118
2234,ddi_num_2881,PF02140_PF02191,15.9346668953876,"{'5ftu', '5ftt'}",0.50513439548506,158
2235,ddi_num_939,PF10996_PF07650,15.8833577370342,{'2xr1'},0.266612004611228,50
2236,ddi_num_3670,PF00050_PF10591,15.7296235894389,"{'1bmo', '2v53', '1nub'}",0.385016513018762,110
2237,ddi_num_5485,PF04997_PF00562,15.630303030303,"{'5m5y', '5voi', '3s16', '2nvt', '5n60', '2ja8', '5iy8', '5uha', '3how', '5c3e', '4a3d', '5x4z', '5c44', '4c3i', '4llg', '4jk2', '5n5y', '5i2d', '2a6e', '1r9t', '5iyb', '4gzz', '4s20', '2yu9', '3s2d', '4lk0', '3wod', '1y1v', '3s2h', '5uhe', '4a3f', '3s1r', '5uac', '4xln', '4mq9', '3i4n', '4oiq', '3po3', '4v1o', '3gto', '5tjg', '4mey', '5fja', '1ynj', '5iy6', '5uhd', '5x50', '5my1', '3s15', '4xlq', '5tmf', '5uh5', '4ylo', '5ipn', '4v1m', '3m3y', '3qt1', '4xlp', '5fmf', '5uhb', '5uh9', '4ylp', '3hoz', '1r5u', '5uah', '4kmu', '4gzy', '1zyr', '5ip7', '5lmx', '3m4o', '4yln', '5iya', '5e18', '5d4e', '5uhg', '4mex', '4a3j', '5uhc', '5sva', '2pmz', '5ipm', '4bbr', '3i4m', '1twh', '3cqz', '4xls', '5uaj', '3s17', '4x6a', '3k1f', '3gtl', '3rzd', '5c4a', '5ui8', '5u0s', '4y52', '2be5', '4xsz', '2y0s', '3hox', '1nik', '4yfx', '4jkr', '5w1t', '2a68', '3j0k', '5uh6', '3s14', '5e17', '4c3j', '3h0g', '2b63', '2nvx', '2a69', '5uhf', '4oip', '4qiw', '5c4j', '5u5q', '4jk1', '4oio', '1smy', '5g5l', '3gtm', '2o5i', '3s1n', '2e2h', '5iy7', '4a3l', '5x51', '5fz5', '1twg', '5uh8', '2b8k', '4zh2', '3gtg', '5ipl', '2r93', '4yfk', '4a3g', '1i6h', '4xsx', '5tw1', '3fki', '3rzo', '1twa', '2o5j', '5m3m', '1iw7', '1sfo', '3po2', '3gtq', '4x67', '5uag', '5flm', '1r9s', '4v1n', '2ppb', '3hou', '3s1q', '2ja7', '4wqs', '4oir', '5m5w', '4y7n', '5fyw', '5vo8', '3hov', '5fj9', '4c3h', '4yfn', '4xsy', '5iy9', '3lu0', '5n5z', '2e2j', '3gtk', '5m5x', '3aoh', '5tbz', '1twc', '4g7o', '4bbs', '5n61', '5tmc', '4a93', '2nvz', '4c2m', '3hkz', '2a6h', '2e2i', '5ip9', '1ynn', '4a3i', '5fj8', '5vsw', '3s1m', '2gho', '4a3b', '5vi8', '5c4x', '2cw0', '3h3v', '4a3e', '5iyc', '4ljz', '5byh', '5iyd', '4g7h', '5w1s', '4g7z', '4a3m', '5ual', '5ms0', '3k7a', '5uaq', '3dxj', '5d4d', '2nvq', '4xlr', '2r7z', '4bxz', '3eql', '4oin', '3gtp'}",0.097558066164001,889
2238,ddi_num_2990,PF00331_PF00652,15.4963843627637,"{'1isv', '1isz', '1isy', '2d23', '1v6w', '2d1z', '2d22', '1v6x', '1isx', '2d24', '1isw', '1v6v', '1v6u', '2d20', '1it0', '1xyf'}",0.234384496180015,291
2241,ddi_num_1049,PF03704_PF00498,15.3333333333333,"{'2ff4', '2fez'}",0.233154237678606,160
2242,ddi_num_1008,PF13088_PF02973,15.3333333333333,"{'4fpc', '4xe9', '4xjz', '4xog', '4yw5', '3sli', '4xil', '4yw4', '4xhx', '4xio', '4xyx', '5f9t', '4fov', '4fpj', '4yw2', '4fpy', '4yz3', '4xja', '4yz5', '4fpl', '4fp3', '4fpk', '4yz2', '4yw1', '4fpe', '4xik', '1sll', '4fq4', '4fow', '4fpg', '2sli', '4foq', '2vw1', '4sli', '4xj8', '4yw3', '2jkb', '1sli', '4yz4', '4fpo', '4fp2', '4xju', '4fph', '2vw2', '4xma', '4xhb', '4fpf', '4foy', '4xmi', '2vw0', '4yz1', '4xj9', '4xjw'}",0.064781769630894,123
2243,ddi_num_1478,PF00329_PF01058,15.3166666666667,"{'5ldx', '5lc5', '3i9v', '5lnk', '3iam', '5ldw', '3ias', '3m9s', '2ybb', '4hea', '2fug'}",0.245827952850676,121
2244,ddi_num_1383,PF04968_PF04969,15.1714285714286,{'2xcm'},0.502393350965081,57
2245,ddi_num_3174,PF06831_PF09292,15.1026235452431,"{'5itx', '5itt', '5itu', '5itq', '1tdh', '5ity', '4nrv', '5itr'}",0.639564661715886,296
2246,ddi_num_3469,PF01485_PF00240,15,"{'4zyn', '4k95', '5c1z', '5n2w', '5n38', '5edv', '5c23', '5caw'}",0.222663968970907,405
2247,ddi_num_386,PF13772_PF06094,15,{'2qik'},0.126645740719291,102
2248,ddi_num_3296,PF00132_PF04613,15,{'4ihh'},0.155661217009294,21
2249,ddi_num_310,PF02770_PF00766,14.9932338772447,{'2a1t'},0.47795357052553,69
2250,ddi_num_57,PF00001_PF10413,14.9211384365034,"{'2i36', '3cap', '2i37', '1u19', '4x1h', '1gzm', '3oax', '3c9l', '3c9m', '2g87', '2j4y', '5te5', '2i35', '3dqb', '5dys', '5te3', '4a4m', '4bez', '4pxf', '1l9h', '4bey', '2hpy', '3pqr', '3pxo', '2x72', '5dgy', '2ped', '4j4q', '1hzx', '1f88', '5en0', '4zwj'}",0.370477998793897,562
2252,ddi_num_5629,PF00076_PF16275,14.7464151824528,"{'4fxw', '2m0g'}",0.588577899977969,231
2253,ddi_num_4765,PF16454_PF00017,14.6190476190476,"{'5swp', '5swt', '5swr', '5sxd', '5itd', '4ykn', '5swg', '3hiz', '5swo', '4ovu', '5sxk', '4ovv', '2y3a', '4jps'}",0.29293443962269,102
2254,ddi_num_3910,PF01823_PF00090,14.5586707152497,"{'4e0s', '4a5w'}",0.340165020072557,88
2255,ddi_num_4699,PF00169_PF00071,14.4761904761905,"{'1lb1', '2w2x', '4k81', '1kz7', '1kzg', '2dfk', '1foe'}",0.493932157501675,417
2256,ddi_num_3945,PF02249_PF02745,14.4607503607504,"{'1hbo', '5a8r', '5a8w', '3m30', '1mro', '1e6y', '1hbn', '1hbu', '3m2r', '3m2v', '5a8k', '5g0r', '5n28', '1e6v', '5n2a', '3m1v', '3sqg', '5n1q', '5a0y', '1hbm', '3m32', '3pot', '3m2u'}",0.237578401209957,559
2257,ddi_num_420,PF16822_PF16824,14.4560606060606,{'4knc'},0.175790517890042,99
2258,ddi_num_4610,PF08548_PF13583,14.45,{'3u1r'},0.118665218786107,128
2259,ddi_num_5770,PF00017_PF00102,14.4452380952381,"{'2shp', '5i6v', '4nwf', '4dgp', '4nwg', '5ehr', '5ibs', '4h1o', '4ohh', '4ohe', '5ibm', '3ps5', '4dgx', '4h34', '4ohi', '4ohl', '4gwf', '2b3o', '5ehp', '4ohd'}",0.258603847564026,303
2260,ddi_num_305,PF00441_PF00766,14.3887284632838,{'2a1t'},0.380840966162822,50
2261,ddi_num_1689,PF16557_PF16534,14.3690363866118,{'4q2j'},0.477175651769695,64
2262,ddi_num_876,PF02310_PF09043,14.2801587301587,"{'3kox', '3kp0', '3koy', '1xrs', '3koz', '3kp1', '3kow'}",0.208204809845328,212
2263,ddi_num_5426,PF00929_PF02037,14.2207030092459,"{'1zbh', '4qoz'}",0.995396586802262,77
2264,ddi_num_5519,PF04983_PF00562,14.2166666666667,"{'5m5y', '5voi', '3s16', '2nvt', '5n60', '2ja8', '5iy8', '5nsr', '5uha', '2r92', '3how', '5c3e', '4a3d', '5x4z', '4llg', '4c3i', '5c44', '4jk2', '5ezk', '5n5y', '5i2d', '2a6e', '1r9t', '5iyb', '4gzz', '4s20', '2yu9', '4lk0', '3s2d', '3wod', '4a3f', '5uhe', '3s2h', '3s1r', '5uac', '4xln', '4wqt', '4xls', '4mq9', '1k83', '3i4n', '3po3', '4v1o', '3gto', '5tjg', '4mey', '5fja', '1ynj', '5iy6', '5uhd', '5x50', '5my1', '3s15', '4xlq', '5tmf', '5uh5', '4ylo', '5ipn', '4v1m', '3m3y', '3qt1', '5uaj', '5fmf', '4xlp', '5uh9', '4kmu', '4ylp', '3hoz', '1r5u', '5uhb', '5uah', '4gzy', '1zyr', '5ip7', '5lmx', '3m4o', '4yln', '5iya', '5e18', '3iyd', '3hoy', '5d4e', '5uhg', '4mex', '4a3j', '5uhc', '4yg2', '5sva', '2pmz', '5ipm', '4bbr', '3i4m', '1twh', '3cqz', '4kn7', '1y1v', '1i3q', '4x6a', '5ui8', '5c4a', '3k1f', '4y52', '5u0s', '2be5', '3gtl', '3rzd', '4xsz', '2y0s', '3hox', '1nik', '4yfx', '4jkr', '5w1t', '2a68', '5uh6', '3j0k', '3s14', '5e17', '4c3j', '3h0g', '2b63', '2nvx', '2a69', '4q5s', '5uhf', '4oip', '4zh4', '4qiw', '5c4j', '4jk1', '5u5q', '2ja5', '4oio', '1smy', '1twf', '5g5l', '3gtm', '2o5i', '3s1n', '2e2h', '5iy7', '5fz5', '3gtg', '5ipl', '1twg', '5x51', '5uh8', '4zh2', '4a3l', '5d4c', '2r93', '4yfk', '4a3g', '1i6h', '4xsx', '5tw1', '3fki', '2o5j', '3rzo', '5m3m', '1twa', '1iw7', '1i50', '1sfo', '3aoi', '3po2', '3gtq', '4x67', '5uag', '5flm', '4v1n', '1r9s', '3s1q', '2ppb', '3hou', '2ja7', '4wqs', '4oir', '5m5w', '4y7n', '5fyw', '5vo8', '3hov', '5m3f', '5fj9', '4c3h', '4yfn', '4xsy', '5iy9', '3lu0', '5n5z', '1y1w', '3gtk', '5m5x', '3aoh', '5tbz', '1twc', '4g7o', '4bbs', '5n61', '5tmc', '3s17', '4a93', '2nvy', '2nvz', '4c2m', '3hkz', '2a6h', '2e2i', '5ip9', '1ynn', '4a3i', '5fj8', '1y77', '5vsw', '3s1m', '2gho', '4a3b', '5vi8', '3h3v', '2cw0', '5c4x', '5iyc', '4ljz', '5m64', '5byh', '4kn4', '5iyd', '4g7h', '5w1s', '4g7z', '4a3m', '5ual', '5ms0', '3k7a', '5uaq', '3dxj', '4zh3', '5d4d', '2nvq', '4q4z', '4xlr', '2r7z', '4bxz', '3eql', '3gtp'}",0.124134460824639,549
2265,ddi_num_5539,PF04998_PF04560,14.202380952381,"{'5m5y', '3s16', '5n60', '2ja8', '5iy8', '5nsr', '2r92', '5c3e', '5x4z', '4llg', '4c3i', '5c44', '5n5y', '2a6e', '1r9t', '5iyb', '4lk0', '3s2d', '2yu9', '4a3f', '3s2h', '3s1r', '4wqt', '1k83', '3i4n', '3po3', '5fja', '5iy6', '5x50', '5tmf', '3s15', '5my1', '4ylo', '5ipn', '5fmf', '3j1n', '4ylp', '1zyr', '5ip7', '3m4o', '4yln', '5iya', '3iyd', '3hoy', '4a3j', '5sva', '2pmz', '5ipm', '4bbr', '3i4m', '1twh', '3cqz', '1y1v', '1i3q', '3s17', '5ui8', '5c4a', '5u0s', '2be5', '3gtl', '3k1f', '4y52', '3rzd', '4xsz', '2y0s', '3hox', '1nik', '4jkr', '3j0k', '2a68', '3s14', '4c3j', '3h0g', '2nvx', '2a69', '4zh4', '4qiw', '5c4j', '1smy', '1twf', '5g5l', '3gtm', '5ipl', '2e2h', '5iy7', '4a3l', '5x51', '3gtg', '1twg', '3s1n', '5fz5', '4zh2', '4a3g', '1i6h', '4xsx', '3fki', '2o5j', '3rzo', '1twa', '5m3m', '1iw7', '1i50', '3gtq', '4x67', '5flm', '1r9s', '2ppb', '3s1q', '3hou', '2ja7', '4wqs', '5m5w', '4y7n', '5fyw', '3hov', '5m3f', '5fj9', '4c3h', '4xsy', '5iy9', '3lu0', '5n5z', '1y1w', '5m5x', '5tbz', '1twc', '4g7o', '4a93', '5n61', '5tmc', '4bbs', '2nvy', '2nvz', '4c2m', '3hkz', '2e2i', '5ip9', '4a3i', '5fj8', '1y77', '3s1m', '5c4x', '3h3v', '2cw0', '5iyc', '4ljz', '5m64', '5byh', '5iyd', '4g7z', '4a3m', '3k7a', '3dxj', '4q4z', '4bxz', '3eql', '4zh3'}",0.175246776177942,264
2266,ddi_num_733,PF00514_PF13646,14.1037878787879,{'4rzp'},0.418142315640286,158
2268,ddi_num_4816,PF01477_PF02759,14,{'3cwz'},0.109879922460117,95
2269,ddi_num_2503,PF06751_PF05985,14,"{'3abo', '3any', '3abs', '3ao0', '3abr', '3abq'}",0.073618726384543,778
2270,ddi_num_1584,PF02786_PF00117,14,"{'1bxr', '1c3o', '1kee', '5dot', '1ce8', '1cs0', '1a9x', '1c30', '1m6v', '1t36', '5dou', '1jdb'}",0.132821998764076,152
2271,ddi_num_1583,PF02786_PF00988,14,"{'1bxr', '5dou', '1kee', '5dot', '1c3o', '1ce8', '1a9x', '1c30', '1m6v', '1t36', '1cs0', '1jdb'}",0.608251766632277,160
2272,ddi_num_944,PF00144_PF13969,14,{'2qmi'},0.063778436517021,374
2273,ddi_num_1780,PF14537_PF00890,14,"{'1qo8', '1d4e', '2b7s', '1d4d', '1y0p', '1qjd', '1q9i', '1ksu', '1jrx', '1jry', '1p2h', '2b7r', '1e39', '1p2e', '1jrz', '1d4c', '1m64', '1lj1'}",0.114836962875732,425
2274,ddi_num_5538,PF04998_PF00562,14,"{'5m5y', '3s16', '2nvt', '5n60', '2ja8', '5iy8', '2r92', '3how', '5c3e', '4a3d', '5x4z', '5c44', '4c3i', '5n5y', '1r9t', '5iyb', '3s2d', '2yu9', '4a3f', '3s2h', '3s1r', '1k83', '3i4n', '3po3', '4v1o', '3gto', '5fja', '5iy6', '5x50', '3s15', '4v1m', '3m3y', '3qt1', '5fmf', '3hoz', '4ylp', '1r5u', '5ip7', '5lmx', '3m4o', '5iya', '3hoy', '4a3j', '5sva', '4bbr', '3i4m', '1twh', '3cqz', '1y1v', '3s17', '1i3q', '4y52', '4x6a', '5u0s', '3rzd', '5c4a', '3k1f', '3gtl', '3hox', '1nik', '3j0k', '3s14', '4c3j', '3h0g', '2nvx', '5c4j', '5u5q', '2ja5', '1twf', '5g5l', '3gtm', '3s1n', '2e2h', '5iy7', '5fz5', '5x51', '4a3l', '1twg', '3gtg', '2r93', '4a3g', '1i6h', '3fki', '2o5j', '5m3m', '3rzo', '1twa', '1i50', '1sfo', '3po2', '3gtq', '4x67', '1r9s', '4v1n', '2ppb', '3s1q', '3hou', '2ja7', '4y7n', '5m5w', '5fyw', '3hov', '5m3f', '5fj9', '4c3h', '5iy9', '3lu0', '5n5z', '1y1w', '2e2j', '3gtk', '5m5x', '1twc', '4bbs', '5n61', '4a93', '2nvy', '2nvz', '4c2m', '2e2i', '5ip9', '4a3i', '5fj8', '1y77', '3s1m', '4a3b', '5c4x', '3h3v', '5iyc', '5m64', '5iyd', '4a3m', '3k7a', '2nvq', '4q4z', '2r7z', '4bxz', '5flm', '3gtp'}",0.111000282637243,201
2275,ddi_num_391,PF00586_PF13507,13.9102564102564,{'3d54'},0.141204744248712,81
2276,ddi_num_2796,PF09289_PF00050,13.7756294433919,"{'1nub', '2v53', '1bmo'}",0.490405933838867,74
2279,ddi_num_2315,PF13499_PF00612,13.5117715617716,"{'2w4w', '4lzx', '2bl0', '1s5g', '2kxw', '1wdc', '2dfs', '3wfn', '4m1l', '5i0i', '5wsv', '2w4t', '1qvi', '4r8g', '1kqm', '2l53', '2ix7', '4e50', '2otg', '1kk7', '1l2o', '3ts5', '4byf', '4jpz', '1scm', '2m5e', '3pn7', '2os8', '1kwo', '4zlk', '2ec6', '3tuy', '1n2d', '2w4v', '4e53'}",0.542042692810236,650
2281,ddi_num_2091,PF08489_PF01336,13.35,"{'3au7', '3amu'}",0.168106957638048,15
2282,ddi_num_795,PF03477_PF00268,13.2246031746032,"{'4erm', '5cns', '3uus', '4erp', '5cnu', '5cnv', '5cnt'}",0.174932658258509,167
2283,ddi_num_1773,PF02167_PF00033,13.1980158730159,"{'5kkz', '3cx5', '1nu1', '2bcc', '5luf', '2ibz', '1ntk', '2ybb', '3cwb', '1pp9', '5nmi', '2qjy', '2a06', '1l0l', '3h1l', '1zrt', '3h1i', '1sqq', '5klv', '2qjk', '1ezv', '1p84', '3h1j', '3l74', '3cxh', '3h1k', '1be3', '1bcc', '1sqb', '5kli', '3l73', '2fyn', '3l70', '4d6u', '3l72', '2qjp', '1sqv', '1ntm', '1ppj', '1ntz', '1bgy', '4u3f', '3bcc', '3h1h', '1l0n', '4d6t', '3tgu', '1sqp', '1kyo', '2yiu', '1sqx', '4pd4', '1kb9', '3l71', '2fyu'}",0.154175741747721,220
2284,ddi_num_4200,PF04310_PF13558,13.1964998626937,"{'3euk', '3euj'}",0.459741563755185,700
2285,ddi_num_6212,PF00458_PF00579,13.117146392532,{'1r6t'},0.456183454187566,126
2287,ddi_num_2784,PF00039_PF00040,13.037793575795,"{'1e8b', '3m7p', '3mql', '1e88'}",0.59277601130106,117
2288,ddi_num_3494,PF13895_PF00054,13,{'4ra0'},0.226134097664484,139
2289,ddi_num_2201,PF17142_PF16411,13,{'4fe9'},0.063580597239183,29
2290,ddi_num_2185,PF16129_PF16130,13,{'3oqq'},0.07935129504679,53
2291,ddi_num_1505,PF00127_PF07732,13,"{'2p80', '5b1j'}",0.170603939509508,136
2292,ddi_num_3086,PF16569_PF16570,13,"{'2xtl', '2x9w', '2x9z', '2x9x', '2x9y', '3rpk', '2y1v'}",0.07762229622401,446
2293,ddi_num_3555,PF09240_PF00047,12.7318181818182,{'1n26'},0.441799835683264,21
2294,ddi_num_1348,PF05257_PF08460,12.6666666666667,"{'5d76', '5d74'}",0.122195088382796,14
2295,ddi_num_1182,PF00619_PF13920,12.5689125164422,{'3t6p'},0.319514494751006,161
2297,ddi_num_1260,PF03422_PF01055,12.4166666666667,{'4kmq'},0.07256349208236,52
2298,ddi_num_6120,PF00240_PF13445,12.3333333333333,"{'5fer', '5eya'}",0.420976186059279,59
2299,ddi_num_6012,PF03544_PF00593,12.3333333333333,"{'2gsk', '2grx'}",0.053233245452198,242
2300,ddi_num_1255,PF16990_PF01055,12.3333333333333,"{'5f7u', '4kwu', '5hxm', '5hpo', '5i0d'}",0.079242171865244,128
2301,ddi_num_5536,PF04998_PF10385,12.325,"{'1zyr', '4zh4', '5tbz', '5nsr', '1smy', '3iyd', '5ipl', '4llg', '4zh2', '2a6e', '4lk0', '4xsx', '2o5j', '4lk1', '5ipm', '4wqt', '2cw0', '2be5', '4xsz', '4ljz', '2ppb', '4g7z', '2a68', '4wqs', '4ylo', '5ipn', '3dxj', '4xsy', '3eql', '2a69', '4zh3'}",0.167405673958037,67
2302,ddi_num_3921,PF00629_PF00047,12.1922891025654,"{'2v5y', '2c9a'}",0.407801573093156,144
2303,ddi_num_743,PF11723_PF00355,12.1,"{'2de6', '2de5', '1ww9', '1z03', '3gcf', '3gkq', '4nbg', '4nbh', '3vmg', '4nba', '4nbd', '4nb9', '4nbc', '4nbe', '2de7', '3vmi', '4nb8', '4nbf', '1z02', '1z01', '3vmh', '4nbb'}",0.113315232023779,776
2305,ddi_num_3783,PF00057_PF00530,12,"{'2xrc', '5o32'}",0.24546862665753,227
2306,ddi_num_3780,PF00057_PF00058,12,{'1n7d'},0.326428243475591,78
2307,ddi_num_895,PF13004_PF00150,12,{'3zmr'},0.197456027970384,16
2308,ddi_num_2002,PF00476_PF09281,12,"{'3ojs', '4c8m', '4ktq', '1bgx', '4dfj', '4dfp', '3m8r', '4xiu', '3lwm', '4dfk', '1qtm', '4n56', '3rrg', '4elu', '4bwm', '3ktq', '3po4', '4elv', '4c8o', '4df4', '3lwl', '2ktq', '4n5s', '3sv4', '3t3f', '3rr7', '1jxe', '4c8k', '1ktq', '4c8l', '1qss', '3syz', '4c8n', '4cch', '3py8', '4dlg', '5szt', '3po5', '3sz2', '3sv3', '4df8', '3rrh', '4dle', '4dfm', '1qsy', '1taq', '4bwj', '3oju', '3m8s', '3rtv', '3rr8', '5ktq', '1tau', '5nkl', '5e41'}",0.094517729514882,282
2309,ddi_num_4734,PF01663_PF01033,12,"{'5l0e', '5dlv', '4zg9', '3nkm', '2xrg', '5l0b', '5dlt', '5inh', '5lia', '4b56', '5l0k', '5dlw', '4zga', '5lqq', '5hrt', '5ijs'}",0.57126025478864,544
2310,ddi_num_2196,PF16403_PF16404,12,"{'5fq3', '5fq8'}",0.165523623580328,240
2311,ddi_num_455,PF02806_PF01833,12,"{'1v3l', '4cgt', '5cgt', '1ukt', '1tcm', '1cgt', '1eo7', '1cgu', '1eo5', '1v3j', '1cxi', '1ded', '1uks', '7cgt', '1qho', '1v3m', '1pj9', '1cyg', '1kcl', '3cgt', '1pez', '9cgt', '1ot2', '1cxf', '1ot1', '1cxl', '1d3c', '1qhp'}",0.220515094824589,23
2312,ddi_num_1626,PF08964_PF14564,12,"{'2b1o', '1yhp'}",0.7401847685976,153
2313,ddi_num_2791,PF02980_PF02981,12,"{'1fok', '2fok'}",0.097255697356127,186
2314,ddi_num_4594,PF01364_PF03785,12,"{'1cvr', '4tkx', '4rbm', '4ief'}",0.095885016274139,351
2315,ddi_num_674,PF03440_PF01117,12,"{'1pre', '3c0m', '5jzh', '3c0n', '3g4o', '5jzw', '1z52', '5jzt', '3c0o', '3g4n'}",0.092508737529775,612
2316,ddi_num_994,PF03493_PF02254,12,"{'3u6n', '3mt5'}",0.15811804900554,152
2317,ddi_num_521,PF16561_PF00571,11.9166666666667,{'2qlv'},0.291010822623859,31
2320,ddi_num_5518,PF04983_PF04563,11.3055555555556,"{'2pmz', '3hkz'}",0.155373783265207,128
2321,ddi_num_5950,PF16914_PF00440,11.2333333333333,{'2hku'},0.34346002593699,97
2322,ddi_num_1811,PF01266_PF07992,11.1666666666667,"{'2gag', '2gah', '1y56'}",0.074245513770375,108
2323,ddi_num_2370,PF08726_PF00435,11.1666666666667,{'1sjj'},0.174183083022616,60
2325,ddi_num_4134,PF01331_PF02940,11.0666666666667,{'3kyh'},0.250958830042863,43
2326,ddi_num_2138,PF11816_PF00400,11.0333333333333,"{'5k1b', '5k1a'}",0.264986643675235,77
2327,ddi_num_3087,PF16555_PF16570,11,{'2y1v'},0.056181068447583,113
2328,ddi_num_4030,PF08241_PF03966,11,"{'5cm2', '4qtt', '4qtu'}",0.174548013566648,178
2329,ddi_num_2434,PF09254_PF02980,11,"{'2fok', '1fok'}",0.094571391325347,219
2330,ddi_num_607,PF12796_PF16179,11,"{'1ikn', '1nfi', '1k3z'}",0.363504266909708,157
2331,ddi_num_2406,PF12947_PF12946,11,"{'1n1i', '1b9w', '1cej', '1ob1', '2mgr', '2npr', '2mgp'}",0.325885979867979,271
2332,ddi_num_2172,PF13590_PF00595,11,{'4l8n'},0.170011983075849,35
2335,ddi_num_5877,PF09199_PF02876,11,"{'1m4v', '4rfb', '2rdg', '4rco', '4o1n', '4rgt', '2qej', '3o13', '1v1p', '2r61', '2rdh', '3ury', '2z8l', '3prx', '3r2t', '4dxg', '3kls', '4dxf', '3v05', '5i4d', '5d3i', '3r2i', '1v1o', '4rh6', '5d3d'}",0.110420538588778,518
2336,ddi_num_1338,PF00307_PF08726,11,{'1sjj'},0.158134397654994,124
2337,ddi_num_2792,PF02980_PF16902,11,"{'2fok', '1fok'}",0.100429750960813,170
2339,ddi_num_188,PF00005_PF02361,11,"{'5x3x', '4huq', '4rfs', '5d3m', '4hzu', '5jsz', '5x41'}",0.055211742561093,650
2340,ddi_num_4345,PF08075_PF00076,10.8035714285714,"{'3sde', '4wik', '4wii', '5ifm', '4wij', '5ca5'}",0.454880642099694,515
2341,ddi_num_494,PF00266_PF02657,10.6666666666667,"{'4lw4', '5ft8'}",0.113836333957595,287
2342,ddi_num_5909,PF04433_PF07496,10.4839429324025,"{'4fwj', '4fwf', '4fwe', '4hsu', '4gu1', '4gu0', '4guu', '4gur', '4gut', '4gus'}",0.397987233183909,125
